Opentime,Parkinfo,cost_level,Product_evaluation,Environment_evaluation,Service_evaluation,latitude,longitude,District,Area,Shopid,total_shop,clothes_and_shoes,food,entertainment,makeup,shopping,digital,other,group_purchase,comment,checkins,MetroStation,popular
11,1,3,7.9,0,0,30.73274,121.34775,14,17,4291054,99,21,25,4,7,1,0,41,10,69,142,0,0
12,1,1,0,0,0,31.23798,121.41541,4,17,4298929,54,6,17,6,0,1,1,23,4,129,264,1,0
12,1,3,0,0,0,31.24231,121.47169,3,17,4500489,285,87,85,24,7,7,2,73,17,9292,5455,1,1
13,0,3,0,0,0,31.4032,121.4282,2,17,4510618,0,0,0,0,0,0,0,0,0,6,0,0,0
11,0,3,0,0,0,31.11695,121.26135,17,17,4514256,143,14,55,5,2,1,4,62,13,18,44,1,0
12,0,3,0,0,0,31.22195,121.54472,6,10,4518140,0,0,0,0,0,0,0,0,0,3,0,1,0
11,1,1,0,0,0,31.16216,121.49106,6,17,4519935,21,10,2,2,0,0,0,7,0,37,26,1,0
9,0,3,6.9,6.9,6.9,31.21732,121.50738,15,17,4523369,0,0,0,0,0,0,0,0,0,25,0,0,0
11,1,2,0,0,0,31.2433,121.38066,4,17,4524372,0,0,0,0,0,0,0,0,0,32,0,0,0
13,1,3,0,0,0,31.24054,121.48838,15,17,4527111,36,14,7,3,0,0,0,12,0,74,52,1,1
11,1,2,0,0,0,31.21458,121.38615,5,17,4530331,89,2,31,6,1,0,1,48,9,242,448,1,1
12,1,1,0,0,0,31.15548,121.34786,12,17,4536519,17,3,5,4,0,0,0,5,2,13,9,1,0
12,1,3,7.9,0,0,31.3239,121.44625,2,17,4540316,562,162,139,19,16,23,7,196,48,1054,2101,0,1
12,0,3,0,0,0,31.04963,121.20023,17,17,4541288,0,0,0,0,0,0,0,0,0,6,0,0,0
9,0,1,0,0,0,31.21697,121.35466,5,15,4544443,0,0,0,0,0,0,0,0,0,2,0,1,0
11,0,1,6.9,6.9,6.9,31.19106,121.37666,5,17,4544447,0,0,0,0,0,0,0,0,0,1,0,0,0
13,1,3,0,0,9,31.21549,121.45825,7,17,4548546,298,129,68,14,12,0,3,72,16,1879,918,1,1
13,0,3,0,0,0,31.17478,121.3435,12,17,4549691,0,0,0,0,0,0,0,0,0,11,0,0,0
2,1,3,6.9,7,7,31.23035,121.35233,5,17,4557523,0,0,0,0,0,0,0,0,0,17,0,0,0
12,1,3,0,8.9,0,31.21072,121.40263,5,17,4564085,475,250,16,7,21,48,2,131,4,877,958,1,1
15,1,3,0,0,0,31.109,121.379,12,17,4600410,293,62,88,12,15,9,5,102,32,473,643,0,1
17,0,3,0,7,0,31.13474,121.57103,6,17,4628259,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,3,0,0,0,31.22987,121.47948,15,11,4632388,19,1,4,0,0,0,0,14,0,0,35,1,0
10,0,1,0,0,0,31.21863,121.4643,10,12,4634721,15,1,0,0,0,2,0,12,0,0,18,0,0
12,0,3,0,0,0,31.22634,121.44887,11,16,4651420,44,0,21,1,0,0,0,22,5,0,24,1,0
11,1,1,0,0,0,31.21747,121.42233,5,6,4651567,60,1,16,4,1,0,1,37,7,269,61,0,1
12,0,2,0,0,0,31.21476,121.45582,7,17,4651591,27,0,6,2,0,0,0,19,2,1,23,1,0
12,0,2,0,0,0,31.18889,121.4424,7,1,4651620,39,0,2,2,1,0,0,34,0,0,10,1,0
23,0,3,0,0,0,31.23617,121.41426,4,17,4651770,38,2,1,3,0,0,0,32,0,0,15,0,0
10,0,3,0,0,8,31.23818,121.48393,15,17,4651787,121,27,45,7,4,2,2,34,23,5,19,1,0
12,1,3,0,0,0,31.21216,121.56388,6,10,4651806,174,31,45,9,4,13,4,68,13,799,1927,1,1
12,0,1,0,0,0,31.21579,121.45673,7,12,4651864,0,0,0,0,0,0,0,0,0,1,0,1,0
23,0,3,0,0,0,31.23361,121.43094,11,17,4652149,19,0,2,1,0,0,0,16,1,0,28,0,0
10,0,3,0,0,0,31.311,121.452,3,17,4659663,0,0,0,0,0,0,0,0,0,7,0,0,0
12,1,3,7.9,0,0,31.23805,121.48414,15,17,4670295,122,26,46,7,4,2,2,35,23,461,540,1,1
0,0,1,7,6.9,7,31.17098,121.49364,6,8,4674060,0,0,0,0,0,0,0,0,0,3,0,1,0
13,1,3,0,0,0,31.25186,121.36869,1,17,4689553,0,0,0,0,0,0,0,0,0,19,0,0,0
12,1,3,0,0,0,31.32923,121.4065,2,17,4692138,92,58,6,0,1,1,1,25,0,37,88,0,0
10,0,3,0,0,0,31.26539,121.46737,3,17,4696696,0,0,0,0,0,0,0,0,0,5,0,1,0
13,1,3,0,0,0,31.23571,121.3247,1,17,4707188,0,0,0,0,0,0,0,0,0,149,0,0,0
24,0,1,6.9,6.9,6.9,31.19877,121.47322,15,17,4712370,0,0,0,0,0,0,0,0,0,3,0,1,0
14,1,3,0,6.9,7,31.00449,121.23458,17,17,4720393,245,23,61,5,5,4,3,144,20,22,19,0,0
10,0,3,0,0,0,31.36581,121.44225,2,17,4722908,38,0,13,6,2,0,2,15,2,2,22,0,0
12,1,3,0,9,0,31.23132,121.4111,4,17,4728270,635,217,133,36,21,30,6,192,45,3401,1466,1,1
9,0,3,6.9,6.9,6.9,31.239,121.489,15,17,4729668,0,0,0,0,0,0,0,0,0,1,0,1,0
11,1,3,0,6.9,6.9,31.15508,121.42845,7,17,4971127,0,0,0,0,0,0,0,0,0,162,355,1,1
10,1,3,0,0,0,31.22343,121.47356,10,17,5101531,136,32,35,12,3,1,3,50,7,3141,1689,1,1
2,0,3,0,0,0,31.1965,121.39274,5,17,5115799,20,0,8,6,0,0,0,6,5,4,14,1,0
11,0,2,0,0,0,31.24546,121.48348,9,17,5157090,0,0,0,0,0,0,0,0,0,8,15,1,0
13,1,3,7,0,6.9,31.02278,121.40176,12,17,5163130,0,0,0,0,0,0,0,0,0,18,0,0,0
12,0,3,0,0,0,31.2107,121.51818,6,17,5163854,49,1,10,8,0,0,0,30,6,7,8,1,0
12,0,2,0,0,0,31.25497,121.41903,4,17,5165186,0,0,0,0,0,0,0,0,0,4,18,1,0
10,0,3,0,0,0,31.23129,121.47708,15,11,5190057,0,0,0,0,0,0,0,0,0,3,0,1,0
12,1,1,0,0,0,31.19613,121.42258,5,17,5207403,0,0,0,0,0,0,0,0,7,99,88,1,0
12,0,2,0,6.9,0,31.16847,121.28379,8,17,5212944,27,12,3,2,1,1,0,8,0,4,18,0,0
16,0,2,6.9,6.9,6.9,31.14641,121.11832,8,17,5222881,0,0,0,0,0,0,0,0,0,2,0,0,0
4,1,3,0,0,0,31.27111,121.55699,16,17,5228264,124,67,11,5,1,1,0,39,1,2062,1776,0,1
10,0,3,0,0,0,30.91441,121.45905,13,17,5228940,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,2,0,0,0,31.22695,121.48097,15,11,5235421,34,0,11,6,0,0,0,17,2,29,27,1,0
11,1,3,0,0,0,30.99488,121.43034,13,17,5256850,0,0,0,0,0,0,0,0,0,25,0,0,0
12,1,1,0,0,0,31.22532,121.39578,4,17,5272148,26,0,7,4,0,0,1,14,2,75,65,0,0
12,1,1,0,8.9,0,31.31603,121.52184,16,17,5272926,138,19,39,10,1,6,1,62,12,1265,422,0,1
10,1,3,0,8.9,0,31.22272,121.44748,11,3,5277372,255,87,96,14,8,5,0,45,10,808,1055,1,1
12,0,1,0,0,0,31.14365,121.38578,12,17,5278587,33,1,11,10,0,0,0,11,2,6,20,0,0
13,1,1,0,0,0,31.24798,121.48371,9,17,5291133,31,1,13,5,0,0,1,11,4,110,63,1,1
11,1,2,0,0,0,31.19839,121.44853,7,17,5308242,57,0,7,1,1,1,0,47,1,10,28,1,0
11,1,0,0,0,0,31.22284,121.44752,11,3,5320784,33,0,18,3,0,0,0,12,0,449,1602,1,1
10,1,1,6.9,7,6.9,31.1424,121.52571,6,17,5331926,0,0,0,0,0,0,0,0,0,20,88,0,0
23,1,1,0,0,0,31.25229,121.48366,9,17,5345302,80,16,37,7,3,1,1,15,13,476,636,1,1
12,0,3,0,0,0,31.1695,121.37312,12,13,5348636,67,9,36,8,1,0,0,13,14,80,63,0,1
12,0,3,0,0,0,31.29682,121.52079,16,7,5354221,0,0,0,0,0,0,0,0,0,4,0,0,0
17,0,2,0,0,0,31.14787,121.758,6,17,5360876,0,0,0,0,0,0,0,0,1,2,25,0,0
12,1,2,0,8,0,31.2235,121.39585,4,17,5362495,116,12,56,15,0,2,0,31,21,637,959,0,1
10,1,2,9,0,9,31.23456,121.50795,6,14,5363770,106,5,51,7,0,0,0,43,12,729,909,0,1
12,0,3,0,0,0,31.29053,121.42729,3,17,5365375,0,0,0,0,0,0,0,0,0,6,17,0,0
10,0,3,6.9,6.9,6.9,31.23608,121.47969,15,17,5373496,0,0,0,0,0,0,0,0,0,3,0,0,0
1,0,3,0,0,0,31.0045,121.42008,12,17,5375318,0,0,0,0,0,0,0,0,0,6,0,0,0
12,1,2,0,0,0,31.23716,121.4842,15,17,5381674,108,22,36,5,10,0,2,33,16,418,217,1,1
11,0,1,0,0,0,31.1983,121.4148,5,15,5391020,32,2,13,9,1,0,2,5,2,3,24,1,0
13,0,3,6.9,6.9,6.9,31.37821,121.49465,2,17,5401098,0,0,0,0,0,0,0,0,0,1,0,0,0
5,0,1,6.9,6.9,6.9,31.04638,121.7563,6,17,5404454,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,3,7,7,7,31.27422,121.51296,16,17,5418284,0,0,0,0,0,0,0,0,0,1,7,1,0
12,1,3,0,0,0,31.28767,121.51854,16,7,5423343,78,41,2,2,1,0,0,32,1,186,214,0,1
12,0,3,6.9,0,0,31.25166,121.39006,4,17,5430566,0,0,0,0,0,0,0,0,0,1,0,0,0
9,0,2,7,7,7,31.10895,121.05706,8,17,5433526,0,0,0,0,0,0,0,0,0,4,0,0,0
13,1,3,0,0,0,31.26366,121.34768,1,17,5445322,31,5,11,1,0,1,0,13,7,7,20,0,0
15,0,2,0,0,0,31.19468,121.18518,8,17,5446711,0,0,0,0,0,0,0,0,0,4,0,0,0
12,0,1,7,7,7,31.05607,121.39543,12,17,5464615,46,13,16,0,0,0,0,17,4,12,33,0,0
16,0,3,6.9,6.9,6.9,31.22806,121.48973,15,17,5468837,0,0,0,0,0,0,0,0,0,1,0,1,0
1,0,3,0,0,0,31.25251,121.36599,1,17,5476165,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,2,7,7,7,31.25016,121.50239,9,17,5483151,0,0,0,0,0,0,0,0,0,1,0,1,0
12,0,2,0,0,0,31.18675,121.4219,7,17,5488911,16,0,5,4,0,0,0,7,2,2,20,0,0
12,0,3,0,0,0,31.2742,121.51623,16,17,5496733,0,0,0,0,0,0,0,0,0,4,0,1,0
11,0,1,0,0,0,31.3519,121.57814,6,17,5506132,0,0,0,0,0,0,0,0,0,3,0,1,0
2,0,1,0,0,0,31.18772,121.3873,12,17,5506826,0,0,0,0,0,0,0,0,0,3,0,0,0
12,1,0,0,0,0,31.24155,121.68054,6,17,5532791,33,0,21,5,0,0,0,7,9,12,59,0,0
17,1,3,7,6.9,7,31.23232,121.51507,6,4,5540292,142,2,33,9,0,2,0,96,3,27,38,1,0
10,0,3,0,0,0,31.29357,121.44693,3,17,5562932,45,3,13,6,0,0,0,23,2,4,8,1,0
11,1,1,0,0,6.9,31.19745,121.43703,7,1,5564694,29,9,10,1,0,0,0,9,2,152,192,1,1
12,0,2,0,0,0,31.25993,121.40476,4,17,5573657,0,0,0,0,0,0,0,0,4,9,22,1,0
15,0,3,0,0,0,30.94271,121.3211,17,17,5582329,0,0,0,0,0,0,0,0,0,7,0,0,0
9,0,2,0,0,0,31.20278,121.46247,7,17,5590234,0,0,0,0,0,0,0,0,0,4,0,1,0
17,0,3,7,0,0,31.2111,121.56175,6,10,5594151,82,5,41,4,1,0,0,31,13,14,2,1,0
2,0,1,0,0,0,31.18249,121.37272,12,17,5595856,0,0,0,0,0,0,0,0,0,7,0,0,0
12,1,3,0,7.9,0,31.32391,121.4462,2,17,5596636,254,20,119,14,6,7,2,86,44,102,46,0,1
16,0,2,6.9,6.9,6.9,31.20645,121.44763,7,17,5609763,0,0,0,0,0,0,0,0,0,2,0,1,0
17,0,3,7,0,0,31.28004,121.6068,6,2,5621965,0,0,0,0,0,0,0,0,0,2,7,1,0
12,1,3,0,0,0,31.32154,121.44509,2,17,5652875,25,0,9,5,0,0,0,11,3,55,64,1,0
13,1,3,0,0,0,31.25293,121.48471,9,17,5668440,31,1,12,2,1,0,0,15,4,187,150,1,1
16,0,2,0,0,0,31.21406,121.45307,7,17,5692003,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,0,31.07657,121.49719,12,17,5705810,0,0,0,0,0,0,0,0,0,0,4,0,0
12,0,1,0,0,0,31.16522,121.39424,12,17,5709164,10,1,1,0,1,0,0,7,0,0,4,0,0
12,0,3,0,0,0,31.29711,121.44793,3,17,5714270,19,1,6,2,0,0,0,10,0,1,4,1,0
0,0,3,7,6.9,6.9,31.2307,121.46745,15,16,5720852,0,0,0,0,0,0,0,0,0,2,0,0,0
14,0,2,0,0,0,31.2822,121.4955,9,17,5730535,0,0,0,0,0,0,0,0,0,5,0,0,0
12,0,3,0,0,0,31.62338,121.39647,18,17,5735872,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,2,0,0,0,31.24048,121.43695,4,17,5860062,120,8,23,3,2,0,1,83,3,5,5,1,0
9,0,3,0,0,0,31.23732,121.47737,15,11,5880732,0,0,0,0,0,0,0,0,0,4,0,0,0
12,1,3,0,0,0,31.2879,121.16195,1,17,5926770,188,73,38,14,5,4,3,51,10,184,255,1,1
0,0,2,0,0,0,31.14846,121.11578,8,17,5993001,0,0,0,0,0,0,0,0,1,5,5,0,0
14,0,3,0,0,0,31.10787,121.27552,17,17,5995422,7,2,3,1,0,0,0,1,3,2,5,0,0
12,1,1,0,0,0,31.13529,121.36178,12,17,6003407,61,2,24,10,0,1,0,24,10,14,21,0,0
9,0,3,0,0,0,31.23642,121.47598,15,17,6029225,0,0,0,0,0,0,0,0,0,3,0,1,0
12,0,1,6.9,0,6.9,31.14971,121.57682,6,17,6041812,0,0,0,0,0,0,0,0,0,3,0,0,0
13,0,3,6.9,6.9,6.9,31.10536,121.37698,12,5,6046397,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0,3,0,0,0,31.14508,121.3743,12,17,6047222,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,7,7,31.11521,121.27369,17,17,6050723,0,0,0,0,0,0,0,0,0,6,0,0,0
13,0,3,6.9,0,0,31.12356,121.42343,12,17,6050724,0,0,0,0,0,0,0,0,0,4,0,0,0
14,0,3,0,0,0,31.02481,121.29434,17,17,6050725,0,0,0,0,0,0,0,0,0,2,0,0,0
3,0,3,0,0,0,31.12079,121.4218,12,17,6050733,0,0,0,0,0,0,0,0,0,1,0,0,0
13,0,3,0,0,0,31.13555,121.41471,12,17,6050737,0,0,0,0,0,0,0,0,0,1,0,0,0
13,0,3,0,6.9,6.9,31.12307,121.42376,12,17,6050739,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,3,0,0,0,31.00689,121.23056,17,17,6050749,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.04082,121.21165,17,17,6050763,29,2,11,3,0,0,0,13,5,0,2,0,0
13,0,3,6.9,6.9,6.9,31.10589,121.3681,12,5,6050769,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,3,0,0,0,31.0065,121.23245,17,17,6050772,0,0,0,0,0,0,0,0,0,1,0,0,0
24,0,3,6.9,6.9,6.9,31.15298,121.3542,12,17,6053063,0,0,0,0,0,0,0,0,0,1,0,0,0
13,0,3,7,7,7,31.26791,121.25125,1,17,6059314,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,3,0,0,0,31.10797,121.36605,12,5,6068377,0,0,0,0,0,0,0,0,0,7,0,0,0
10,1,2,9,9,8.9,31.05854,121.2416,17,17,6082807,304,63,130,15,7,3,5,81,56,277,109,0,1
12,0,1,0,0,0,31.08662,121.39926,12,17,6082897,87,0,42,21,1,0,0,23,11,7,6,0,0
12,1,2,7.9,8,0,31.29509,121.32173,1,17,6089076,139,18,40,12,3,2,4,60,15,175,128,1,1
10,0,3,0,0,0,31.28077,121.44197,3,17,6090291,38,0,14,5,0,0,0,19,7,3,13,0,0
12,1,1,7,6.9,0,31.2655,121.4171,4,17,6097618,0,0,0,0,0,0,0,0,0,18,0,0,0
12,1,0,0,0,7,31.199,121.47765,10,17,6110226,62,3,31,7,3,1,2,15,9,86,114,1,0
9,1,3,0,0,0,31.00065,121.42543,12,17,6118867,0,0,0,0,0,0,0,0,0,2,0,0,0
12,1,1,0,0,0,31.21939,121.47413,15,17,6130830,0,0,0,0,0,0,0,0,0,448,0,1,0
10,0,3,0,0,0,31.17237,121.50935,6,8,6133053,0,0,0,0,0,0,0,0,1,9,8,1,0
11,0,3,0,0,0,31.23058,121.46098,11,16,6136765,14,1,4,0,0,0,0,9,2,19,17,1,0
13,1,3,7.9,0,7.9,31.23617,121.47331,15,11,6137098,62,6,26,5,1,0,0,24,8,171,87,1,1
17,0,3,0,0,0,31.21701,121.53414,6,10,6161439,0,0,0,0,0,0,0,0,0,10,0,0,0
9,0,2,0,0,0,31.19708,121.23095,8,17,6195440,0,0,0,0,0,0,0,0,0,5,0,0,0
9,0,3,0,0,0,31.20503,121.4936,15,17,6221582,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,3,6.9,0,6.9,31.21695,121.48213,15,17,6221583,0,0,0,0,0,0,0,0,0,3,2,1,0
10,0,2,0,0,0,31.28362,121.35411,4,17,6229498,0,0,0,0,0,0,0,0,0,3,0,1,0
12,1,2,0,0,0,31.18645,121.45798,7,17,6237445,115,40,33,5,4,0,0,33,17,944,385,1,1
12,0,3,6.9,0,0,31.03181,121.21164,17,17,6240170,0,0,0,0,0,0,0,0,0,2,0,0,0
14,1,1,0,0,0,31.00566,121.23555,17,17,6247235,37,1,26,2,0,0,1,7,9,19,29,0,0
12,1,2,0,0,0,31.26369,121.45567,3,17,6286418,69,1,23,3,1,2,0,39,7,114,111,0,0
13,0,3,6.9,6.9,7,31.25952,121.34656,1,17,6332834,55,3,4,0,1,1,1,45,1,6,5,0,0
13,0,3,0,0,0,31.25216,121.36085,1,17,6335371,0,0,0,0,0,0,0,0,1,3,2,1,0
16,1,3,0,0,0,31.25664,121.45727,3,17,6338289,45,7,12,6,0,1,0,19,5,52,38,1,1
12,0,3,0,0,0,31.21932,121.47531,10,17,6360850,62,20,22,9,0,0,0,11,6,58,43,1,1
11,1,3,9,0,9,31.15182,121.22889,8,17,6378725,287,180,27,6,4,3,0,67,5,439,190,0,1
14,1,1,6.9,6.9,0,31.08844,121.33975,17,17,6439947,94,2,29,10,0,0,2,51,8,28,37,0,0
14,1,3,0,0,0,31.05239,121.22983,17,17,6463838,55,2,18,4,0,0,0,31,6,14,14,1,0
10,0,3,6.9,6.9,6.9,31.24779,121.45449,3,17,6504824,0,0,0,0,0,0,0,0,0,1,0,1,0
11,1,3,0,7.9,8,31.15356,121.56405,6,17,6583643,194,65,35,9,7,2,2,74,13,150,217,0,1
5,0,1,6.9,6.9,6.9,31.16293,121.51554,6,17,6585384,0,0,0,0,0,0,0,0,0,1,0,1,0
14,0,3,0,0,0,31.13323,121.31766,17,17,6588837,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,1,0,0,6.9,31.19367,121.47415,7,17,6850957,70,8,22,7,0,0,0,33,7,179,29,0,1
10,1,1,0,0,0,31.18135,121.4902,6,8,6852324,0,0,0,0,0,0,0,0,0,162,0,0,0
13,0,3,6.9,6.9,0,31.39753,121.45401,2,17,7997471,0,0,0,0,0,0,0,0,0,2,0,0,0
12,0,3,7,7,7,31.1718,121.34922,12,17,8002334,0,0,0,0,0,0,0,0,0,4,0,0,0
12,0,3,0,0,0,31.32668,121.44475,2,17,8002429,30,11,9,1,0,0,0,9,1,9,2,0,0
14,0,3,7,7,7,31.28798,121.44228,3,17,8010173,0,0,0,0,0,0,0,0,0,3,0,0,0
14,0,2,0,0,0,31.27058,121.47923,9,17,8041251,0,0,0,0,0,0,0,0,0,4,0,1,0
16,0,2,0,7,0,31.18921,121.41964,7,1,8072084,0,0,0,0,0,0,0,0,0,3,0,0,0
10,1,2,0,0,0,31.18677,121.49176,6,8,8284930,381,142,96,20,13,6,7,97,37,1410,600,1,1
14,0,2,6.9,6.9,6.9,31.26457,121.48293,9,17,8643655,0,0,0,0,0,0,0,0,0,5,3,0,0
12,1,1,0,0,0,31.20266,121.4084,5,15,8647083,44,0,39,5,0,0,0,0,9,24,11,0,1
12,1,3,0,0,7,31.62128,121.39622,18,17,8674883,0,0,0,0,0,0,0,0,0,23,0,0,0
10,0,3,0,0,0,31.2306,121.4401,11,17,8695505,0,0,0,0,0,0,0,0,0,0,0,1,0
11,1,2,0,8,0,31.15874,121.4293,7,17,8716488,51,4,20,3,2,0,1,21,8,55,26,0,1
9,0,3,0,0,0,31.00913,121.41261,12,17,8726439,0,0,0,0,0,0,0,0,0,0,0,1,0
12,1,2,0,0,8,31.23327,121.38236,4,17,8820078,84,11,38,4,1,3,1,26,20,399,117,1,1
4,1,3,0,0,0,31.22061,121.31526,12,13,8821236,0,0,0,0,0,0,0,0,0,3,0,0,0
10,1,2,6.9,0,6.9,31.11951,121.45403,7,17,8824448,15,0,9,1,0,0,0,5,0,4,14,0,0
2,1,3,0,0,0,31.20868,121.3705,5,17,8843395,20,7,0,0,5,0,0,8,0,22,9,0,0
17,0,3,0,0,0,31.18359,121.55587,6,17,8849417,43,1,11,4,0,2,1,24,4,15,15,0,0
12,0,3,0,0,0,31.26268,121.43747,4,17,8850608,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,7,6.9,7,31.32053,121.47486,2,17,8853023,0,0,0,0,0,0,0,0,0,7,0,0,0
11,0,1,0,0,0,31.11916,121.55534,6,17,8867638,0,0,0,0,0,0,0,0,0,6,0,0,0
0,0,3,7,6.9,7,31.28996,121.32465,1,17,8902666,0,0,0,0,0,0,0,0,0,1,0,0,0
11,1,1,0,0,0,31.22204,121.44371,11,3,8916549,84,1,58,7,0,0,1,17,23,213,128,1,1
9,0,2,0,0,0,31.19622,121.23181,8,17,8921774,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,2,6.9,6.9,0,31.14825,121.11749,8,17,8931329,0,0,0,0,0,0,0,0,0,8,0,0,0
12,1,3,0,0,0,31.20318,121.51312,6,17,8937444,0,0,0,0,0,0,0,0,2,8,11,0,0
12,0,2,0,0,0,31.38195,121.49573,2,17,8937697,78,13,32,6,1,2,2,22,16,137,62,0,1
8,0,2,0,0,0,31.24071,121.43624,4,17,8961331,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0,1,0,0,0,31.17664,121.75228,6,17,8962159,0,0,0,0,0,0,0,0,1,2,1,0,0
10,0,3,0,0,0,31.23644,121.4744,15,11,8965005,4,0,2,1,0,0,0,1,0,0,1,1,0
9,0,3,0,0,0,31.09843,121.43396,12,17,8973497,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.34448,121.37203,2,17,8991196,126,11,42,13,2,4,0,54,17,39,26,1,1
11,0,2,0,0,0,31.09733,121.35024,17,17,8994767,0,0,0,0,0,0,0,0,0,11,1,0,0
12,0,3,0,6.9,0,31.19598,121.69802,6,17,9032837,23,0,11,3,0,2,0,7,4,7,11,0,0
16,0,2,0,0,0,31.16946,121.27083,8,17,9033525,0,0,0,0,0,0,0,0,0,8,0,0,0
10,0,3,0,0,0,31.2304,121.4737,15,11,9036914,0,0,0,0,0,0,0,0,0,0,0,1,0
12,1,1,6.9,0,6.9,31.17033,121.37503,12,13,9067154,0,0,0,0,0,0,0,0,0,48,0,0,0
12,1,1,0,7.9,0,31.2618,121.51107,16,17,9177188,61,2,29,6,0,1,0,23,5,168,91,1,1
12,0,2,7,0,0,31.1145,121.04993,8,17,9293692,0,0,0,0,0,0,0,0,0,1,1,0,0
10,0,1,6.9,6.9,6.9,31.20819,121.46578,15,17,9325774,0,0,0,0,0,0,0,0,0,1,0,1,0
9,1,3,0,0,0,31.23105,121.48876,15,17,9510370,0,0,0,0,0,0,0,0,0,5,0,1,0
13,0,3,7,7,7,31.33901,121.49455,2,17,9691533,0,0,0,0,0,0,0,0,0,3,0,0,0
13,1,1,0,7.9,0,31.23734,121.36691,1,17,10279214,26,1,16,0,0,1,0,8,6,70,25,1,1
12,0,3,0,0,6,31.39915,121.48692,2,17,10333115,5,0,2,0,1,1,0,1,0,30,9,0,1
11,0,2,0,0,0,31.24247,121.45677,3,17,11564767,31,0,17,1,0,0,0,13,8,31,25,1,1
11,0,2,0,0,0,31.25656,121.40641,4,17,11566632,0,0,0,0,0,0,0,0,0,3,0,0,0
2,0,1,6.9,6.9,6.9,31.19688,121.40345,5,17,11570511,0,0,0,0,0,0,0,0,0,1,0,1,0
12,0,1,0,0,0,31.11726,121.57981,6,17,13666220,0,0,0,0,0,0,0,0,0,2,0,0,0
12,1,2,0,7.9,0,31.19558,121.42367,5,1,13709888,0,0,0,0,0,0,0,0,0,56,0,1,1
12,0,3,6.9,6.9,7,31.33807,121.44554,2,17,13745887,37,2,19,4,2,0,1,9,6,24,11,0,1
16,0,2,0,0,0,31.1929,121.44026,7,1,13746548,0,0,0,0,0,0,0,0,0,0,0,1,0
10,0,3,7,7,7,31.29134,121.42333,3,17,13746552,0,0,0,0,0,0,0,0,0,1,0,0,0
14,0,1,7,6.9,7,31.25372,121.58338,6,2,13764316,0,0,0,0,0,0,0,0,0,1,0,1,0
15,0,2,6.9,6.9,6.9,31.15354,121.10543,8,17,13790379,0,0,0,0,0,0,0,0,0,1,0,0,0
14,0,2,7,7,6.9,31.25526,121.49092,9,17,13791219,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,1,0,0,0,31.22153,121.47705,10,17,13804291,11,0,7,1,0,0,0,3,4,18,6,1,0
11,0,1,6.9,6.9,6.9,31.31254,121.58619,6,2,13824637,0,0,0,0,0,0,0,0,0,2,0,1,0
10,1,3,0,0,9,31.22421,121.45051,11,3,13829255,284,89,57,12,1,6,2,117,9,646,356,1,1
12,0,3,0,0,0,31.10755,121.38825,12,17,13831068,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,1,0,0,0,31.19406,121.39382,5,17,13836983,42,1,13,6,0,1,0,21,0,0,0,0,0
12,0,3,0,0,0,0,0,4,17,13837665,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,0,0,31.26961,121.41482,2,17,13846729,0,0,0,0,0,0,0,0,0,15,2,0,0
11,0,1,0,0,0,31.04672,121.75659,6,17,13863588,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,7,0,6.9,31.16406,121.3375,12,17,13873067,55,0,22,8,0,2,0,23,6,11,6,0,0
13,0,3,0,0,0,31.25478,121.35857,1,17,13881226,0,0,0,0,0,0,0,0,0,0,0,1,0
13,0,1,0,0,0,31.26739,121.65381,6,17,13908634,107,9,40,12,2,1,0,43,15,84,37,0,1
12,0,1,0,0,0,31.22811,121.51733,6,4,13921832,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0,2,0,0,0,31.23147,121.51787,6,4,13922534,21,0,10,2,0,0,0,9,4,30,8,1,0
12,0,3,0,0,0,31.14606,121.38673,12,17,13933137,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,6.9,6.9,6.9,31.2441,121.46539,3,17,13933618,0,0,0,0,0,0,0,0,0,2,0,0,0
11,0,3,0,0,0,31.31364,121.45499,3,17,13936330,0,0,0,0,0,0,0,0,0,0,0,0,0
